,method,noise_std,num_hf,num_lf,problem,seed
87,scaled_kriging,0.3,20,200,Forrester_1b,50
88,mf_rbf_gpr,0.3,25,200,Forrester_1b,50
89,mf_rbf_gpr,0.3,30,200,Forrester_1b,50
90,cokriging,0.3,5,200,Forrester_1b,60
91,mf_rbf_gpr,0.3,10,200,Forrester_1b,60
92,cokriging,0.3,15,200,Forrester_1b,60
93,mf_rbf_gpr,0.3,20,200,Forrester_1b,60
94,hk,0.3,25,200,Forrester_1b,60
95,mf_rbf_gpr,0.3,30,200,Forrester_1b,60
96,mf_rbf_gpr,0.3,5,200,Forrester_1b,70
97,cokriging,0.3,10,200,Forrester_1b,70
98,hk,0.3,15,200,Forrester_1b,70
99,scaled_kriging,0.3,20,200,Forrester_1b,70
100,cokriging,0.3,25,200,Forrester_1b,70
101,hk,0.3,30,200,Forrester_1b,70
102,mf_rbf_gpr,0.3,5,200,Forrester_1b,80
103,cokriging,0.3,10,200,Forrester_1b,80
104,cokriging,0.3,15,200,Forrester_1b,80
105,scaled_kriging,0.3,20,200,Forrester_1b,80
106,mf_rbf_gpr,0.3,25,200,Forrester_1b,80
107,cokriging,0.3,30,200,Forrester_1b,80
108,cokriging,0.3,5,200,Forrester_1b,90
109,scaled_kriging,0.3,10,200,Forrester_1b,90
110,cokriging,0.3,15,200,Forrester_1b,90
111,cokriging,0.3,20,200,Forrester_1b,90
112,hk,0.3,25,200,Forrester_1b,90
113,hk,0.3,30,200,Forrester_1b,90
114,cokriging,0.3,5,200,Forrester_1b,100
115,hk,0.3,10,200,Forrester_1b,100
116,scaled_kriging,0.3,15,200,Forrester_1b,100
117,cokriging,0.3,20,200,Forrester_1b,100
118,hk,0.3,25,200,Forrester_1b,100
119,mf_rbf_gpr,0.3,30,200,Forrester_1b,100
120,mf_rbf_gpr,0.3,5,200,mf_Booth,10
121,hk,0.3,10,200,mf_Booth,10
122,mf_rbf_gpr,0.3,15,200,mf_Booth,10
123,cokriging,0.3,20,200,mf_Booth,10
124,hk,0.3,25,200,mf_Booth,10
125,cokriging,0.3,30,200,mf_Booth,10
126,mf_rbf_gpr,0.3,5,200,mf_Booth,20
127,scaled_kriging,0.3,10,200,mf_Booth,20
128,scaled_kriging,0.3,15,200,mf_Booth,20
129,mf_rbf_gpr,0.3,20,200,mf_Booth,20
130,scaled_kriging,0.3,25,200,mf_Booth,20
131,hk,0.3,30,200,mf_Booth,20
132,cokriging,0.3,5,200,mf_Booth,30
133,mf_rbf_gpr,0.3,10,200,mf_Booth,30
134,hk,0.3,15,200,mf_Booth,30
135,mf_rbf_gpr,0.3,20,200,mf_Booth,30
136,hk,0.3,25,200,mf_Booth,30
137,cokriging,0.3,30,200,mf_Booth,30
138,scaled_kriging,0.3,5,200,mf_Booth,40
139,hk,0.3,10,200,mf_Booth,40
140,cokriging,0.3,15,200,mf_Booth,40
141,hk,0.3,20,200,mf_Booth,40
142,cokriging,0.3,25,200,mf_Booth,40
143,mf_rbf_gpr,0.3,30,200,mf_Booth,40
144,hk,0.3,5,200,mf_Booth,50
145,hk,0.3,10,200,mf_Booth,50
146,hk,0.3,15,200,mf_Booth,50
147,mf_rbf_gpr,0.3,20,200,mf_Booth,50
148,scaled_kriging,0.3,25,200,mf_Booth,50
149,cokriging,0.3,30,200,mf_Booth,50
150,cokriging,0.3,5,200,mf_Booth,60
151,hk,0.3,10,200,mf_Booth,60
152,hk,0.3,15,200,mf_Booth,60
153,scaled_kriging,0.3,20,200,mf_Booth,60
154,cokriging,0.3,25,200,mf_Booth,60
155,scaled_kriging,0.3,30,200,mf_Booth,60
156,scaled_kriging,0.3,5,200,mf_Booth,70
157,scaled_kriging,0.3,10,200,mf_Booth,70
158,mf_rbf_gpr,0.3,15,200,mf_Booth,70
159,mf_rbf_gpr,0.3,20,200,mf_Booth,70
160,cokriging,0.3,25,200,mf_Booth,70
161,cokriging,0.3,30,200,mf_Booth,70
162,scaled_kriging,0.3,5,200,mf_Booth,80
163,cokriging,0.3,10,200,mf_Booth,80
164,mf_rbf_gpr,0.3,15,200,mf_Booth,80
165,cokriging,0.3,20,200,mf_Booth,80
166,mf_rbf_gpr,0.3,25,200,mf_Booth,80
167,cokriging,0.3,30,200,mf_Booth,80
168,mf_rbf_gpr,0.3,5,200,mf_Booth,90
169,scaled_kriging,0.3,10,200,mf_Booth,90
170,mf_rbf_gpr,0.3,15,200,mf_Booth,90
171,cokriging,0.3,20,200,mf_Booth,90
172,cokriging,0.3,25,200,mf_Booth,90
173,hk,0.3,30,200,mf_Booth,90
174,scaled_kriging,0.3,5,200,mf_Booth,100
175,mf_rbf_gpr,0.3,10,200,mf_Booth,100
176,scaled_kriging,0.3,15,200,mf_Booth,100
177,hk,0.3,20,200,mf_Booth,100
178,cokriging,0.3,25,200,mf_Booth,100
179,mf_rbf_gpr,0.3,30,200,mf_Booth,100
180,hk,0.3,5,200,mf_Borehole,10
181,cokriging,0.3,10,200,mf_Borehole,10
182,scaled_kriging,0.3,15,200,mf_Borehole,10
183,scaled_kriging,0.3,20,200,mf_Borehole,10
184,hk,0.3,25,200,mf_Borehole,10
185,cokriging,0.3,30,200,mf_Borehole,10
186,scaled_kriging,0.3,5,200,mf_Borehole,20
187,mf_rbf_gpr,0.3,10,200,mf_Borehole,20
188,mf_rbf_gpr,0.3,15,200,mf_Borehole,20
189,mf_rbf_gpr,0.3,20,200,mf_Borehole,20
190,mf_rbf_gpr,0.3,25,200,mf_Borehole,20
191,hk,0.3,30,200,mf_Borehole,20
192,mf_rbf_gpr,0.3,5,200,mf_Borehole,30
193,hk,0.3,10,200,mf_Borehole,30
194,scaled_kriging,0.3,15,200,mf_Borehole,30
195,scaled_kriging,0.3,20,200,mf_Borehole,30
196,hk,0.3,25,200,mf_Borehole,30
197,scaled_kriging,0.3,30,200,mf_Borehole,30
198,cokriging,0.3,5,200,mf_Borehole,40
199,hk,0.3,10,200,mf_Borehole,40
200,cokriging,0.3,15,200,mf_Borehole,40
201,cokriging,0.3,20,200,mf_Borehole,40
202,hk,0.3,25,200,mf_Borehole,40
203,mf_rbf_gpr,0.3,30,200,mf_Borehole,40
204,hk,0.3,5,200,mf_Borehole,50
205,mf_rbf_gpr,0.3,10,200,mf_Borehole,50
206,mf_rbf_gpr,0.3,15,200,mf_Borehole,50
207,mf_rbf_gpr,0.3,20,200,mf_Borehole,50
208,hk,0.3,25,200,mf_Borehole,50
209,hk,0.3,30,200,mf_Borehole,50
210,cokriging,0.3,5,200,mf_Borehole,60
211,cokriging,0.3,10,200,mf_Borehole,60
212,hk,0.3,15,200,mf_Borehole,60
213,cokriging,0.3,20,200,mf_Borehole,60
214,mf_rbf_gpr,0.3,25,200,mf_Borehole,60
215,scaled_kriging,0.3,30,200,mf_Borehole,60
216,hk,0.3,5,200,mf_Borehole,70
217,cokriging,0.3,10,200,mf_Borehole,70
218,mf_rbf_gpr,0.3,15,200,mf_Borehole,70
219,cokriging,0.3,20,200,mf_Borehole,70
220,cokriging,0.3,25,200,mf_Borehole,70
221,cokriging,0.3,30,200,mf_Borehole,70
222,scaled_kriging,0.3,5,200,mf_Borehole,80
223,scaled_kriging,0.3,10,200,mf_Borehole,80
224,hk,0.3,15,200,mf_Borehole,80
225,hk,0.3,20,200,mf_Borehole,80
226,cokriging,0.3,25,200,mf_Borehole,80
227,scaled_kriging,0.3,30,200,mf_Borehole,80
228,cokriging,0.3,5,200,mf_Borehole,90
229,cokriging,0.3,10,200,mf_Borehole,90
230,mf_rbf_gpr,0.3,15,200,mf_Borehole,90
231,scaled_kriging,0.3,20,200,mf_Borehole,90
232,cokriging,0.3,25,200,mf_Borehole,90
233,scaled_kriging,0.3,30,200,mf_Borehole,90
234,scaled_kriging,0.3,5,200,mf_Borehole,100
235,cokriging,0.3,10,200,mf_Borehole,100
236,mf_rbf_gpr,0.3,15,200,mf_Borehole,100
237,scaled_kriging,0.3,20,200,mf_Borehole,100
238,mf_rbf_gpr,0.3,25,200,mf_Borehole,100
239,hk,0.3,30,200,mf_Borehole,100
240,cokriging,0.3,5,200,mf_CurrinExp,10
241,mf_rbf_gpr,0.3,10,200,mf_CurrinExp,10
242,hk,0.3,15,200,mf_CurrinExp,10
243,hk,0.3,20,200,mf_CurrinExp,10
244,scaled_kriging,0.3,25,200,mf_CurrinExp,10
245,cokriging,0.3,30,200,mf_CurrinExp,10
246,cokriging,0.3,5,200,mf_CurrinExp,20
247,cokriging,0.3,10,200,mf_CurrinExp,20
248,hk,0.3,15,200,mf_CurrinExp,20
249,hk,0.3,20,200,mf_CurrinExp,20
250,scaled_kriging,0.3,25,200,mf_CurrinExp,20
251,scaled_kriging,0.3,30,200,mf_CurrinExp,20
252,hk,0.3,5,200,mf_CurrinExp,30
253,hk,0.3,10,200,mf_CurrinExp,30
254,hk,0.3,15,200,mf_CurrinExp,30
255,scaled_kriging,0.3,20,200,mf_CurrinExp,30
256,scaled_kriging,0.3,25,200,mf_CurrinExp,30
257,scaled_kriging,0.3,30,200,mf_CurrinExp,30
258,scaled_kriging,0.3,5,200,mf_CurrinExp,40
259,cokriging,0.3,10,200,mf_CurrinExp,40
260,mf_rbf_gpr,0.3,15,200,mf_CurrinExp,40
261,hk,0.3,20,200,mf_CurrinExp,40
262,hk,0.3,25,200,mf_CurrinExp,40
263,cokriging,0.3,30,200,mf_CurrinExp,40
264,scaled_kriging,0.3,5,200,mf_CurrinExp,50
265,hk,0.3,10,200,mf_CurrinExp,50
266,cokriging,0.3,15,200,mf_CurrinExp,50
267,scaled_kriging,0.3,20,200,mf_CurrinExp,50
268,mf_rbf_gpr,0.3,25,200,mf_CurrinExp,50
269,cokriging,0.3,30,200,mf_CurrinExp,50
270,scaled_kriging,0.3,5,200,mf_CurrinExp,60
271,scaled_kriging,0.3,10,200,mf_CurrinExp,60
272,cokriging,0.3,15,200,mf_CurrinExp,60
273,scaled_kriging,0.3,20,200,mf_CurrinExp,60
274,mf_rbf_gpr,0.3,25,200,mf_CurrinExp,60
275,mf_rbf_gpr,0.3,30,200,mf_CurrinExp,60
276,scaled_kriging,0.3,5,200,mf_CurrinExp,70
277,cokriging,0.3,10,200,mf_CurrinExp,70
278,mf_rbf_gpr,0.3,15,200,mf_CurrinExp,70
279,hk,0.3,20,200,mf_CurrinExp,70
280,cokriging,0.3,25,200,mf_CurrinExp,70
281,cokriging,0.3,30,200,mf_CurrinExp,70
282,hk,0.3,5,200,mf_CurrinExp,80
283,cokriging,0.3,10,200,mf_CurrinExp,80
284,mf_rbf_gpr,0.3,15,200,mf_CurrinExp,80
285,mf_rbf_gpr,0.3,20,200,mf_CurrinExp,80
286,mf_rbf_gpr,0.3,25,200,mf_CurrinExp,80
287,scaled_kriging,0.3,30,200,mf_CurrinExp,80
288,scaled_kriging,0.3,5,200,mf_CurrinExp,90
289,mf_rbf_gpr,0.3,10,200,mf_CurrinExp,90
290,scaled_kriging,0.3,15,200,mf_CurrinExp,90
291,hk,0.3,20,200,mf_CurrinExp,90
292,mf_rbf_gpr,0.3,25,200,mf_CurrinExp,90
293,hk,0.3,30,200,mf_CurrinExp,90
294,hk,0.3,5,200,mf_CurrinExp,100
295,scaled_kriging,0.3,10,200,mf_CurrinExp,100
296,scaled_kriging,0.3,15,200,mf_CurrinExp,100
297,hk,0.3,20,200,mf_CurrinExp,100
298,scaled_kriging,0.3,25,200,mf_CurrinExp,100
299,cokriging,0.3,30,200,mf_CurrinExp,100
300,mf_rbf_gpr,0.3,5,200,mf_Hartman3,10
301,scaled_kriging,0.3,10,200,mf_Hartman3,10
302,hk,0.3,15,200,mf_Hartman3,10
303,scaled_kriging,0.3,20,200,mf_Hartman3,10
304,scaled_kriging,0.3,25,200,mf_Hartman3,10
305,scaled_kriging,0.3,30,200,mf_Hartman3,10
306,cokriging,0.3,5,200,mf_Hartman3,20
307,scaled_kriging,0.3,10,200,mf_Hartman3,20
308,scaled_kriging,0.3,15,200,mf_Hartman3,20
309,cokriging,0.3,20,200,mf_Hartman3,20
310,scaled_kriging,0.3,25,200,mf_Hartman3,20
311,scaled_kriging,0.3,30,200,mf_Hartman3,20
312,mf_rbf_gpr,0.3,5,200,mf_Hartman3,30
313,scaled_kriging,0.3,10,200,mf_Hartman3,30
314,hk,0.3,15,200,mf_Hartman3,30
315,hk,0.3,20,200,mf_Hartman3,30
316,mf_rbf_gpr,0.3,25,200,mf_Hartman3,30
317,mf_rbf_gpr,0.3,30,200,mf_Hartman3,30
318,cokriging,0.3,5,200,mf_Hartman3,40
319,mf_rbf_gpr,0.3,10,200,mf_Hartman3,40
320,cokriging,0.3,15,200,mf_Hartman3,40
321,hk,0.3,20,200,mf_Hartman3,40
322,scaled_kriging,0.3,25,200,mf_Hartman3,40
323,hk,0.3,30,200,mf_Hartman3,40
324,hk,0.3,5,200,mf_Hartman3,50
325,hk,0.3,10,200,mf_Hartman3,50
326,cokriging,0.3,15,200,mf_Hartman3,50
327,hk,0.3,20,200,mf_Hartman3,50
328,cokriging,0.3,25,200,mf_Hartman3,50
329,scaled_kriging,0.3,30,200,mf_Hartman3,50
330,cokriging,0.3,5,200,mf_Hartman3,60
331,cokriging,0.3,10,200,mf_Hartman3,60
332,mf_rbf_gpr,0.3,15,200,mf_Hartman3,60
333,hk,0.3,20,200,mf_Hartman3,60
334,mf_rbf_gpr,0.3,25,200,mf_Hartman3,60
335,scaled_kriging,0.3,30,200,mf_Hartman3,60
336,scaled_kriging,0.3,5,200,mf_Hartman3,70
337,mf_rbf_gpr,0.3,10,200,mf_Hartman3,70
338,cokriging,0.3,15,200,mf_Hartman3,70
339,cokriging,0.3,20,200,mf_Hartman3,70
340,hk,0.3,25,200,mf_Hartman3,70
341,scaled_kriging,0.3,30,200,mf_Hartman3,70
342,cokriging,0.3,5,200,mf_Hartman3,80
343,hk,0.3,10,200,mf_Hartman3,80
344,mf_rbf_gpr,0.3,15,200,mf_Hartman3,80
345,cokriging,0.3,20,200,mf_Hartman3,80
346,cokriging,0.3,25,200,mf_Hartman3,80
347,mf_rbf_gpr,0.3,30,200,mf_Hartman3,80
348,mf_rbf_gpr,0.3,5,200,mf_Hartman3,90
349,mf_rbf_gpr,0.3,10,200,mf_Hartman3,90
350,scaled_kriging,0.3,15,200,mf_Hartman3,90
351,cokriging,0.3,20,200,mf_Hartman3,90
352,scaled_kriging,0.3,25,200,mf_Hartman3,90
353,cokriging,0.3,30,200,mf_Hartman3,90
354,scaled_kriging,0.3,5,200,mf_Hartman3,100
355,hk,0.3,10,200,mf_Hartman3,100
356,cokriging,0.3,15,200,mf_Hartman3,100
357,hk,0.3,20,200,mf_Hartman3,100
358,mf_rbf_gpr,0.3,25,200,mf_Hartman3,100
359,mf_rbf_gpr,0.3,30,200,mf_Hartman3,100
360,scaled_kriging,0.3,5,200,mf_Hartman6,10
361,hk,0.3,10,200,mf_Hartman6,10
362,cokriging,0.3,15,200,mf_Hartman6,10
363,cokriging,0.3,20,200,mf_Hartman6,10
364,scaled_kriging,0.3,25,200,mf_Hartman6,10
365,mf_rbf_gpr,0.3,30,200,mf_Hartman6,10
366,hk,0.3,5,200,mf_Hartman6,20
367,hk,0.3,10,200,mf_Hartman6,20
368,hk,0.3,15,200,mf_Hartman6,20
369,hk,0.3,20,200,mf_Hartman6,20
370,mf_rbf_gpr,0.3,25,200,mf_Hartman6,20
371,cokriging,0.3,30,200,mf_Hartman6,20
372,hk,0.3,5,200,mf_Hartman6,30
373,hk,0.3,10,200,mf_Hartman6,30
374,cokriging,0.3,15,200,mf_Hartman6,30
375,hk,0.3,20,200,mf_Hartman6,30
376,hk,0.3,25,200,mf_Hartman6,30
377,scaled_kriging,0.3,30,200,mf_Hartman6,30
378,cokriging,0.3,5,200,mf_Hartman6,40
379,mf_rbf_gpr,0.3,10,200,mf_Hartman6,40
380,mf_rbf_gpr,0.3,15,200,mf_Hartman6,40
381,hk,0.3,20,200,mf_Hartman6,40
382,hk,0.3,25,200,mf_Hartman6,40
383,hk,0.3,30,200,mf_Hartman6,40
384,mf_rbf_gpr,0.3,5,200,mf_Hartman6,50
385,hk,0.3,10,200,mf_Hartman6,50
386,mf_rbf_gpr,0.3,15,200,mf_Hartman6,50
387,mf_rbf_gpr,0.3,20,200,mf_Hartman6,50
388,hk,0.3,25,200,mf_Hartman6,50
389,mf_rbf_gpr,0.3,30,200,mf_Hartman6,50
390,mf_rbf_gpr,0.3,5,200,mf_Hartman6,60
391,cokriging,0.3,10,200,mf_Hartman6,60
392,scaled_kriging,0.3,15,200,mf_Hartman6,60
393,hk,0.3,20,200,mf_Hartman6,60
394,cokriging,0.3,25,200,mf_Hartman6,60
395,cokriging,0.3,30,200,mf_Hartman6,60
396,cokriging,0.3,5,200,mf_Hartman6,70
397,cokriging,0.3,10,200,mf_Hartman6,70
398,cokriging,0.3,15,200,mf_Hartman6,70
399,scaled_kriging,0.3,20,200,mf_Hartman6,70
400,scaled_kriging,0.3,25,200,mf_Hartman6,70
401,hk,0.3,30,200,mf_Hartman6,70
402,cokriging,0.3,5,200,mf_Hartman6,80
403,cokriging,0.3,10,200,mf_Hartman6,80
404,hk,0.3,15,200,mf_Hartman6,80
405,scaled_kriging,0.3,20,200,mf_Hartman6,80
406,mf_rbf_gpr,0.3,25,200,mf_Hartman6,80
407,mf_rbf_gpr,0.3,30,200,mf_Hartman6,80
408,scaled_kriging,0.3,5,200,mf_Hartman6,90
409,cokriging,0.3,10,200,mf_Hartman6,90
410,hk,0.3,15,200,mf_Hartman6,90
411,scaled_kriging,0.3,20,200,mf_Hartman6,90
412,scaled_kriging,0.3,25,200,mf_Hartman6,90
413,mf_rbf_gpr,0.3,30,200,mf_Hartman6,90
414,hk,0.3,5,200,mf_Hartman6,100
415,cokriging,0.3,10,200,mf_Hartman6,100
416,hk,0.3,15,200,mf_Hartman6,100
417,cokriging,0.3,20,200,mf_Hartman6,100
418,cokriging,0.3,25,200,mf_Hartman6,100
419,scaled_kriging,0.3,30,200,mf_Hartman6,100
420,cokriging,0.3,5,200,mf_Park91A,10
421,cokriging,0.3,10,200,mf_Park91A,10
422,mf_rbf_gpr,0.3,15,200,mf_Park91A,10
423,cokriging,0.3,20,200,mf_Park91A,10
424,cokriging,0.3,25,200,mf_Park91A,10
425,cokriging,0.3,30,200,mf_Park91A,10
426,cokriging,0.3,5,200,mf_Park91A,20
427,mf_rbf_gpr,0.3,10,200,mf_Park91A,20
428,scaled_kriging,0.3,15,200,mf_Park91A,20
429,scaled_kriging,0.3,20,200,mf_Park91A,20
430,mf_rbf_gpr,0.3,25,200,mf_Park91A,20
431,cokriging,0.3,30,200,mf_Park91A,20
432,mf_rbf_gpr,0.3,5,200,mf_Park91A,30
433,scaled_kriging,0.3,10,200,mf_Park91A,30
434,mf_rbf_gpr,0.3,15,200,mf_Park91A,30
435,scaled_kriging,0.3,20,200,mf_Park91A,30
436,hk,0.3,25,200,mf_Park91A,30
437,cokriging,0.3,30,200,mf_Park91A,30
438,mf_rbf_gpr,0.3,5,200,mf_Park91A,40
439,scaled_kriging,0.3,10,200,mf_Park91A,40
440,cokriging,0.3,15,200,mf_Park91A,40
441,cokriging,0.3,20,200,mf_Park91A,40
442,mf_rbf_gpr,0.3,25,200,mf_Park91A,40
443,cokriging,0.3,30,200,mf_Park91A,40
444,cokriging,0.3,5,200,mf_Park91A,50
445,cokriging,0.3,10,200,mf_Park91A,50
446,mf_rbf_gpr,0.3,15,200,mf_Park91A,50
447,hk,0.3,20,200,mf_Park91A,50
448,hk,0.3,25,200,mf_Park91A,50
449,scaled_kriging,0.3,30,200,mf_Park91A,50
450,hk,0.3,5,200,mf_Park91A,60
451,cokriging,0.3,10,200,mf_Park91A,60
452,cokriging,0.3,15,200,mf_Park91A,60
453,cokriging,0.3,20,200,mf_Park91A,60
454,mf_rbf_gpr,0.3,25,200,mf_Park91A,60
455,mf_rbf_gpr,0.3,30,200,mf_Park91A,60
456,cokriging,0.3,5,200,mf_Park91A,70
457,cokriging,0.3,10,200,mf_Park91A,70
458,mf_rbf_gpr,0.3,15,200,mf_Park91A,70
459,hk,0.3,20,200,mf_Park91A,70
460,hk,0.3,25,200,mf_Park91A,70
461,hk,0.3,30,200,mf_Park91A,70
462,hk,0.3,5,200,mf_Park91A,80
463,hk,0.3,10,200,mf_Park91A,80
464,hk,0.3,15,200,mf_Park91A,80
465,hk,0.3,20,200,mf_Park91A,80
466,scaled_kriging,0.3,25,200,mf_Park91A,80
467,mf_rbf_gpr,0.3,30,200,mf_Park91A,80
468,cokriging,0.3,5,200,mf_Park91A,90
469,scaled_kriging,0.3,10,200,mf_Park91A,90
470,cokriging,0.3,15,200,mf_Park91A,90
471,scaled_kriging,0.3,20,200,mf_Park91A,90
472,mf_rbf_gpr,0.3,25,200,mf_Park91A,90
473,scaled_kriging,0.3,30,200,mf_Park91A,90
474,cokriging,0.3,5,200,mf_Park91A,100
475,mf_rbf_gpr,0.3,10,200,mf_Park91A,100
476,mf_rbf_gpr,0.3,15,200,mf_Park91A,100
477,mf_rbf_gpr,0.3,20,200,mf_Park91A,100
478,hk,0.3,25,200,mf_Park91A,100
479,cokriging,0.3,30,200,mf_Park91A,100
480,hk,0.3,5,200,mf_Park91B,10
481,scaled_kriging,0.3,10,200,mf_Park91B,10
482,hk,0.3,15,200,mf_Park91B,10
483,scaled_kriging,0.3,20,200,mf_Park91B,10
484,hk,0.3,25,200,mf_Park91B,10
485,hk,0.3,30,200,mf_Park91B,10
486,cokriging,0.3,5,200,mf_Park91B,20
487,cokriging,0.3,10,200,mf_Park91B,20
488,scaled_kriging,0.3,15,200,mf_Park91B,20
489,scaled_kriging,0.3,20,200,mf_Park91B,20
490,mf_rbf_gpr,0.3,25,200,mf_Park91B,20
491,hk,0.3,30,200,mf_Park91B,20
492,cokriging,0.3,5,200,mf_Park91B,30
493,hk,0.3,10,200,mf_Park91B,30
494,cokriging,0.3,15,200,mf_Park91B,30
495,mf_rbf_gpr,0.3,20,200,mf_Park91B,30
496,mf_rbf_gpr,0.3,25,200,mf_Park91B,30
497,hk,0.3,30,200,mf_Park91B,30
498,hk,0.3,5,200,mf_Park91B,40
499,scaled_kriging,0.3,10,200,mf_Park91B,40
500,scaled_kriging,0.3,15,200,mf_Park91B,40
501,mf_rbf_gpr,0.3,20,200,mf_Park91B,40
502,mf_rbf_gpr,0.3,25,200,mf_Park91B,40
503,mf_rbf_gpr,0.3,30,200,mf_Park91B,40
504,scaled_kriging,0.3,5,200,mf_Park91B,50
505,mf_rbf_gpr,0.3,10,200,mf_Park91B,50
506,hk,0.3,15,200,mf_Park91B,50
507,hk,0.3,20,200,mf_Park91B,50
508,mf_rbf_gpr,0.3,25,200,mf_Park91B,50
509,scaled_kriging,0.3,30,200,mf_Park91B,50
