,method,noise_std,num_hf,num_lf,problem,seed
231,cokriging,0.3,20,200,mf_Park91A,4
232,hk,0.3,25,200,mf_Park91A,4
233,hk,0.3,30,200,mf_Park91A,4
234,hk,0.3,5,200,mf_Park91A,5
235,cokriging,0.3,10,200,mf_Park91A,5
236,scaled_kriging,0.3,15,200,mf_Park91A,5
237,scaled_kriging,0.3,20,200,mf_Park91A,5
238,hk,0.3,25,200,mf_Park91A,5
239,hk,0.3,30,200,mf_Park91A,5
240,hk,0.3,5,200,mf_Park91B,1
241,mf_rbf_gpr,0.3,10,200,mf_Park91B,1
242,hk,0.3,15,200,mf_Park91B,1
243,scaled_kriging,0.3,20,200,mf_Park91B,1
244,scaled_kriging,0.3,25,200,mf_Park91B,1
245,scaled_kriging,0.3,30,200,mf_Park91B,1
246,scaled_kriging,0.3,5,200,mf_Park91B,2
247,mf_rbf_gpr,0.3,10,200,mf_Park91B,2
248,mf_rbf_gpr,0.3,15,200,mf_Park91B,2
249,mf_rbf_gpr,0.3,20,200,mf_Park91B,2
250,hk,0.3,25,200,mf_Park91B,2
251,cokriging,0.3,30,200,mf_Park91B,2
252,hk,0.3,5,200,mf_Park91B,3
253,cokriging,0.3,10,200,mf_Park91B,3
254,cokriging,0.3,15,200,mf_Park91B,3
255,mf_rbf_gpr,0.3,20,200,mf_Park91B,3
256,scaled_kriging,0.3,25,200,mf_Park91B,3
257,hk,0.3,30,200,mf_Park91B,3
258,mf_rbf_gpr,0.3,5,200,mf_Park91B,4
259,hk,0.3,10,200,mf_Park91B,4
260,scaled_kriging,0.3,15,200,mf_Park91B,4
261,mf_rbf_gpr,0.3,20,200,mf_Park91B,4
262,hk,0.3,25,200,mf_Park91B,4
263,mf_rbf_gpr,0.3,30,200,mf_Park91B,4
264,cokriging,0.3,5,200,mf_Park91B,5
265,cokriging,0.3,10,200,mf_Park91B,5
266,mf_rbf_gpr,0.3,15,200,mf_Park91B,5
267,cokriging,0.3,20,200,mf_Park91B,5
268,cokriging,0.3,25,200,mf_Park91B,5
269,mf_rbf_gpr,0.3,30,200,mf_Park91B,5
270,scaled_kriging,0.3,5,200,mf_Sixhump,1
271,hk,0.3,10,200,mf_Sixhump,1
272,cokriging,0.3,15,200,mf_Sixhump,1
273,hk,0.3,20,200,mf_Sixhump,1
274,mf_rbf_gpr,0.3,25,200,mf_Sixhump,1
275,mf_rbf_gpr,0.3,30,200,mf_Sixhump,1
276,mf_rbf_gpr,0.3,5,200,mf_Sixhump,2
277,hk,0.3,10,200,mf_Sixhump,2
278,mf_rbf_gpr,0.3,15,200,mf_Sixhump,2
279,scaled_kriging,0.3,20,200,mf_Sixhump,2
280,hk,0.3,25,200,mf_Sixhump,2
281,mf_rbf_gpr,0.3,30,200,mf_Sixhump,2
282,mf_rbf_gpr,0.3,5,200,mf_Sixhump,3
283,mf_rbf_gpr,0.3,10,200,mf_Sixhump,3
284,hk,0.3,15,200,mf_Sixhump,3
285,scaled_kriging,0.3,20,200,mf_Sixhump,3
286,scaled_kriging,0.3,25,200,mf_Sixhump,3
287,scaled_kriging,0.3,30,200,mf_Sixhump,3
288,mf_rbf_gpr,0.3,5,200,mf_Sixhump,4
289,mf_rbf_gpr,0.3,10,200,mf_Sixhump,4
290,mf_rbf_gpr,0.3,15,200,mf_Sixhump,4
291,mf_rbf_gpr,0.3,20,200,mf_Sixhump,4
292,scaled_kriging,0.3,25,200,mf_Sixhump,4
293,cokriging,0.3,30,200,mf_Sixhump,4
294,hk,0.3,5,200,mf_Sixhump,5
295,cokriging,0.3,10,200,mf_Sixhump,5
296,scaled_kriging,0.3,15,200,mf_Sixhump,5
297,scaled_kriging,0.3,20,200,mf_Sixhump,5
298,hk,0.3,25,200,mf_Sixhump,5
299,hk,0.3,30,200,mf_Sixhump,5
