,method,noise_std,num_hf,num_lf,problem,seed
45,cokriging,0.1,20.0,100.0,mf_Bohachevsky,1.0
46,cokriging,0.3,20.0,100.0,mf_Bohachevsky,1.0
47,cokriging,0.5,20.0,100.0,mf_Bohachevsky,1.0
48,cokriging,0.1,25.0,100.0,mf_Bohachevsky,1.0
49,cokriging,0.3,25.0,100.0,mf_Bohachevsky,1.0
50,cokriging,0.5,25.0,100.0,mf_Bohachevsky,1.0
51,cokriging,0.1,30.0,100.0,mf_Bohachevsky,1.0
52,cokriging,0.3,30.0,100.0,mf_Bohachevsky,1.0
53,cokriging,0.5,30.0,100.0,mf_Bohachevsky,1.0
54,cokriging,0.1,5.0,125.0,mf_Bohachevsky,1.0
55,cokriging,0.3,5.0,125.0,mf_Bohachevsky,1.0
56,cokriging,0.5,5.0,125.0,mf_Bohachevsky,1.0
57,cokriging,0.1,10.0,125.0,mf_Bohachevsky,1.0
58,cokriging,0.3,10.0,125.0,mf_Bohachevsky,1.0
59,cokriging,0.5,10.0,125.0,mf_Bohachevsky,1.0
60,cokriging,0.1,15.0,125.0,mf_Bohachevsky,1.0
61,cokriging,0.3,15.0,125.0,mf_Bohachevsky,1.0
62,cokriging,0.5,15.0,125.0,mf_Bohachevsky,1.0
63,cokriging,0.1,20.0,125.0,mf_Bohachevsky,1.0
64,cokriging,0.3,20.0,125.0,mf_Bohachevsky,1.0
65,cokriging,0.5,20.0,125.0,mf_Bohachevsky,1.0
66,cokriging,0.1,25.0,125.0,mf_Bohachevsky,1.0
67,cokriging,0.3,25.0,125.0,mf_Bohachevsky,1.0
68,cokriging,0.5,25.0,125.0,mf_Bohachevsky,1.0
69,cokriging,0.1,30.0,125.0,mf_Bohachevsky,1.0
70,cokriging,0.3,30.0,125.0,mf_Bohachevsky,1.0
71,cokriging,0.5,30.0,125.0,mf_Bohachevsky,1.0
72,cokriging,0.1,5.0,150.0,mf_Bohachevsky,1.0
73,cokriging,0.3,5.0,150.0,mf_Bohachevsky,1.0
74,cokriging,0.5,5.0,150.0,mf_Bohachevsky,1.0
75,cokriging,0.1,10.0,150.0,mf_Bohachevsky,1.0
76,cokriging,0.3,10.0,150.0,mf_Bohachevsky,1.0
77,cokriging,0.5,10.0,150.0,mf_Bohachevsky,1.0
78,cokriging,0.1,15.0,150.0,mf_Bohachevsky,1.0
79,cokriging,0.3,15.0,150.0,mf_Bohachevsky,1.0
80,cokriging,0.5,15.0,150.0,mf_Bohachevsky,1.0
81,cokriging,0.1,20.0,150.0,mf_Bohachevsky,1.0
82,cokriging,0.3,20.0,150.0,mf_Bohachevsky,1.0
83,cokriging,0.5,20.0,150.0,mf_Bohachevsky,1.0
84,cokriging,0.1,25.0,150.0,mf_Bohachevsky,1.0
85,cokriging,0.3,25.0,150.0,mf_Bohachevsky,1.0
86,cokriging,0.5,25.0,150.0,mf_Bohachevsky,1.0
87,cokriging,0.1,30.0,150.0,mf_Bohachevsky,1.0
88,cokriging,0.3,30.0,150.0,mf_Bohachevsky,1.0
89,cokriging,0.5,30.0,150.0,mf_Bohachevsky,1.0
90,cokriging,0.1,5.0,175.0,mf_Bohachevsky,1.0
91,cokriging,0.3,5.0,175.0,mf_Bohachevsky,1.0
92,cokriging,0.5,5.0,175.0,mf_Bohachevsky,1.0
93,cokriging,0.1,10.0,175.0,mf_Bohachevsky,1.0
94,cokriging,0.3,10.0,175.0,mf_Bohachevsky,1.0
95,cokriging,0.5,10.0,175.0,mf_Bohachevsky,1.0
96,cokriging,0.1,15.0,175.0,mf_Bohachevsky,1.0
97,cokriging,0.3,15.0,175.0,mf_Bohachevsky,1.0
98,cokriging,0.5,15.0,175.0,mf_Bohachevsky,1.0
99,cokriging,0.1,20.0,175.0,mf_Bohachevsky,1.0
100,cokriging,0.3,20.0,175.0,mf_Bohachevsky,1.0
101,cokriging,0.5,20.0,175.0,mf_Bohachevsky,1.0
102,cokriging,0.1,25.0,175.0,mf_Bohachevsky,1.0
103,cokriging,0.3,25.0,175.0,mf_Bohachevsky,1.0
104,cokriging,0.5,25.0,175.0,mf_Bohachevsky,1.0
105,cokriging,0.1,30.0,175.0,mf_Bohachevsky,1.0
106,cokriging,0.3,30.0,175.0,mf_Bohachevsky,1.0
107,cokriging,0.5,30.0,175.0,mf_Bohachevsky,1.0
108,cokriging,0.1,5.0,200.0,mf_Bohachevsky,1.0
109,cokriging,0.3,5.0,200.0,mf_Bohachevsky,1.0
110,cokriging,0.5,5.0,200.0,mf_Bohachevsky,1.0
111,cokriging,0.1,10.0,200.0,mf_Bohachevsky,1.0
112,cokriging,0.3,10.0,200.0,mf_Bohachevsky,1.0
113,cokriging,0.5,10.0,200.0,mf_Bohachevsky,1.0
114,cokriging,0.1,15.0,200.0,mf_Bohachevsky,1.0
115,cokriging,0.3,15.0,200.0,mf_Bohachevsky,1.0
116,cokriging,0.5,15.0,200.0,mf_Bohachevsky,1.0
117,cokriging,0.1,20.0,200.0,mf_Bohachevsky,1.0
118,cokriging,0.3,20.0,200.0,mf_Bohachevsky,1.0
119,cokriging,0.5,20.0,200.0,mf_Bohachevsky,1.0
120,cokriging,0.1,25.0,200.0,mf_Bohachevsky,1.0
121,cokriging,0.3,25.0,200.0,mf_Bohachevsky,1.0
122,cokriging,0.5,25.0,200.0,mf_Bohachevsky,1.0
123,cokriging,0.1,30.0,200.0,mf_Bohachevsky,1.0
124,cokriging,0.3,30.0,200.0,mf_Bohachevsky,1.0
125,cokriging,0.5,30.0,200.0,mf_Bohachevsky,1.0
126,cokriging,0.1,5.0,50.0,mf_Bohachevsky,2.0
127,cokriging,0.3,5.0,50.0,mf_Bohachevsky,2.0
128,cokriging,0.5,5.0,50.0,mf_Bohachevsky,2.0
129,cokriging,0.1,10.0,50.0,mf_Bohachevsky,2.0
130,cokriging,0.3,10.0,50.0,mf_Bohachevsky,2.0
131,cokriging,0.5,10.0,50.0,mf_Bohachevsky,2.0
132,cokriging,0.1,15.0,50.0,mf_Bohachevsky,2.0
133,cokriging,0.3,15.0,50.0,mf_Bohachevsky,2.0
134,cokriging,0.5,15.0,50.0,mf_Bohachevsky,2.0
135,cokriging,0.1,20.0,50.0,mf_Bohachevsky,2.0
136,cokriging,0.3,20.0,50.0,mf_Bohachevsky,2.0
137,cokriging,0.5,20.0,50.0,mf_Bohachevsky,2.0
138,cokriging,0.1,25.0,50.0,mf_Bohachevsky,2.0
139,cokriging,0.3,25.0,50.0,mf_Bohachevsky,2.0
140,cokriging,0.5,25.0,50.0,mf_Bohachevsky,2.0
141,cokriging,0.1,30.0,50.0,mf_Bohachevsky,2.0
142,cokriging,0.3,30.0,50.0,mf_Bohachevsky,2.0
143,cokriging,0.5,30.0,50.0,mf_Bohachevsky,2.0
144,cokriging,0.1,5.0,75.0,mf_Bohachevsky,2.0
145,cokriging,0.3,5.0,75.0,mf_Bohachevsky,2.0
146,cokriging,0.5,5.0,75.0,mf_Bohachevsky,2.0
147,cokriging,0.1,10.0,75.0,mf_Bohachevsky,2.0
148,cokriging,0.3,10.0,75.0,mf_Bohachevsky,2.0
149,cokriging,0.5,10.0,75.0,mf_Bohachevsky,2.0
150,cokriging,0.1,15.0,75.0,mf_Bohachevsky,2.0
151,cokriging,0.3,15.0,75.0,mf_Bohachevsky,2.0
152,cokriging,0.5,15.0,75.0,mf_Bohachevsky,2.0
153,cokriging,0.1,20.0,75.0,mf_Bohachevsky,2.0
154,cokriging,0.3,20.0,75.0,mf_Bohachevsky,2.0
155,cokriging,0.5,20.0,75.0,mf_Bohachevsky,2.0
156,cokriging,0.1,25.0,75.0,mf_Bohachevsky,2.0
157,cokriging,0.3,25.0,75.0,mf_Bohachevsky,2.0
158,cokriging,0.5,25.0,75.0,mf_Bohachevsky,2.0
159,cokriging,0.1,30.0,75.0,mf_Bohachevsky,2.0
160,cokriging,0.3,30.0,75.0,mf_Bohachevsky,2.0
161,cokriging,0.5,30.0,75.0,mf_Bohachevsky,2.0
162,cokriging,0.1,5.0,100.0,mf_Bohachevsky,2.0
163,cokriging,0.3,5.0,100.0,mf_Bohachevsky,2.0
164,cokriging,0.5,5.0,100.0,mf_Bohachevsky,2.0
165,cokriging,0.1,10.0,100.0,mf_Bohachevsky,2.0
166,cokriging,0.3,10.0,100.0,mf_Bohachevsky,2.0
167,cokriging,0.5,10.0,100.0,mf_Bohachevsky,2.0
168,cokriging,0.1,15.0,100.0,mf_Bohachevsky,2.0
169,cokriging,0.3,15.0,100.0,mf_Bohachevsky,2.0
170,cokriging,0.5,15.0,100.0,mf_Bohachevsky,2.0
171,cokriging,0.1,20.0,100.0,mf_Bohachevsky,2.0
172,cokriging,0.3,20.0,100.0,mf_Bohachevsky,2.0
173,cokriging,0.5,20.0,100.0,mf_Bohachevsky,2.0
174,cokriging,0.1,25.0,100.0,mf_Bohachevsky,2.0
175,cokriging,0.3,25.0,100.0,mf_Bohachevsky,2.0
176,cokriging,0.5,25.0,100.0,mf_Bohachevsky,2.0
177,cokriging,0.1,30.0,100.0,mf_Bohachevsky,2.0
178,cokriging,0.3,30.0,100.0,mf_Bohachevsky,2.0
179,cokriging,0.5,30.0,100.0,mf_Bohachevsky,2.0
180,cokriging,0.1,5.0,125.0,mf_Bohachevsky,2.0
181,cokriging,0.3,5.0,125.0,mf_Bohachevsky,2.0
182,cokriging,0.5,5.0,125.0,mf_Bohachevsky,2.0
183,cokriging,0.1,10.0,125.0,mf_Bohachevsky,2.0
184,cokriging,0.3,10.0,125.0,mf_Bohachevsky,2.0
185,cokriging,0.5,10.0,125.0,mf_Bohachevsky,2.0
186,cokriging,0.1,15.0,125.0,mf_Bohachevsky,2.0
187,cokriging,0.3,15.0,125.0,mf_Bohachevsky,2.0
188,cokriging,0.5,15.0,125.0,mf_Bohachevsky,2.0
189,cokriging,0.1,20.0,125.0,mf_Bohachevsky,2.0
190,cokriging,0.3,20.0,125.0,mf_Bohachevsky,2.0
191,cokriging,0.5,20.0,125.0,mf_Bohachevsky,2.0
192,cokriging,0.1,25.0,125.0,mf_Bohachevsky,2.0
193,cokriging,0.3,25.0,125.0,mf_Bohachevsky,2.0
194,cokriging,0.5,25.0,125.0,mf_Bohachevsky,2.0
195,cokriging,0.1,30.0,125.0,mf_Bohachevsky,2.0
196,cokriging,0.3,30.0,125.0,mf_Bohachevsky,2.0
197,cokriging,0.5,30.0,125.0,mf_Bohachevsky,2.0
198,cokriging,0.1,5.0,150.0,mf_Bohachevsky,2.0
199,cokriging,0.3,5.0,150.0,mf_Bohachevsky,2.0
200,cokriging,0.5,5.0,150.0,mf_Bohachevsky,2.0
201,cokriging,0.1,10.0,150.0,mf_Bohachevsky,2.0
202,cokriging,0.3,10.0,150.0,mf_Bohachevsky,2.0
203,cokriging,0.5,10.0,150.0,mf_Bohachevsky,2.0
204,cokriging,0.1,15.0,150.0,mf_Bohachevsky,2.0
205,cokriging,0.3,15.0,150.0,mf_Bohachevsky,2.0
206,cokriging,0.5,15.0,150.0,mf_Bohachevsky,2.0
207,cokriging,0.1,20.0,150.0,mf_Bohachevsky,2.0
208,cokriging,0.3,20.0,150.0,mf_Bohachevsky,2.0
209,cokriging,0.5,20.0,150.0,mf_Bohachevsky,2.0
210,cokriging,0.1,25.0,150.0,mf_Bohachevsky,2.0
211,cokriging,0.3,25.0,150.0,mf_Bohachevsky,2.0
212,cokriging,0.5,25.0,150.0,mf_Bohachevsky,2.0
213,cokriging,0.1,30.0,150.0,mf_Bohachevsky,2.0
214,cokriging,0.3,30.0,150.0,mf_Bohachevsky,2.0
215,cokriging,0.5,30.0,150.0,mf_Bohachevsky,2.0
216,cokriging,0.1,5.0,175.0,mf_Bohachevsky,2.0
217,cokriging,0.3,5.0,175.0,mf_Bohachevsky,2.0
218,cokriging,0.5,5.0,175.0,mf_Bohachevsky,2.0
219,cokriging,0.1,10.0,175.0,mf_Bohachevsky,2.0
220,cokriging,0.3,10.0,175.0,mf_Bohachevsky,2.0
221,cokriging,0.5,10.0,175.0,mf_Bohachevsky,2.0
222,cokriging,0.1,15.0,175.0,mf_Bohachevsky,2.0
223,cokriging,0.3,15.0,175.0,mf_Bohachevsky,2.0
224,cokriging,0.5,15.0,175.0,mf_Bohachevsky,2.0
225,cokriging,0.1,20.0,175.0,mf_Bohachevsky,2.0
226,cokriging,0.3,20.0,175.0,mf_Bohachevsky,2.0
227,cokriging,0.5,20.0,175.0,mf_Bohachevsky,2.0
228,cokriging,0.1,25.0,175.0,mf_Bohachevsky,2.0
229,cokriging,0.3,25.0,175.0,mf_Bohachevsky,2.0
230,cokriging,0.5,25.0,175.0,mf_Bohachevsky,2.0
231,cokriging,0.1,30.0,175.0,mf_Bohachevsky,2.0
232,cokriging,0.3,30.0,175.0,mf_Bohachevsky,2.0
233,cokriging,0.5,30.0,175.0,mf_Bohachevsky,2.0
234,cokriging,0.1,5.0,200.0,mf_Bohachevsky,2.0
235,cokriging,0.3,5.0,200.0,mf_Bohachevsky,2.0
236,cokriging,0.5,5.0,200.0,mf_Bohachevsky,2.0
237,cokriging,0.1,10.0,200.0,mf_Bohachevsky,2.0
238,cokriging,0.3,10.0,200.0,mf_Bohachevsky,2.0
239,cokriging,0.5,10.0,200.0,mf_Bohachevsky,2.0
240,cokriging,0.1,15.0,200.0,mf_Bohachevsky,2.0
241,cokriging,0.3,15.0,200.0,mf_Bohachevsky,2.0
242,cokriging,0.5,15.0,200.0,mf_Bohachevsky,2.0
243,cokriging,0.1,20.0,200.0,mf_Bohachevsky,2.0
244,cokriging,0.3,20.0,200.0,mf_Bohachevsky,2.0
245,cokriging,0.5,20.0,200.0,mf_Bohachevsky,2.0
246,cokriging,0.1,25.0,200.0,mf_Bohachevsky,2.0
247,cokriging,0.3,25.0,200.0,mf_Bohachevsky,2.0
248,cokriging,0.5,25.0,200.0,mf_Bohachevsky,2.0
249,cokriging,0.1,30.0,200.0,mf_Bohachevsky,2.0
250,cokriging,0.3,30.0,200.0,mf_Bohachevsky,2.0
251,cokriging,0.5,30.0,200.0,mf_Bohachevsky,2.0
252,cokriging,0.1,5.0,50.0,mf_Bohachevsky,3.0
253,cokriging,0.3,5.0,50.0,mf_Bohachevsky,3.0
254,cokriging,0.5,5.0,50.0,mf_Bohachevsky,3.0
255,cokriging,0.1,10.0,50.0,mf_Bohachevsky,3.0
256,cokriging,0.3,10.0,50.0,mf_Bohachevsky,3.0
257,cokriging,0.5,10.0,50.0,mf_Bohachevsky,3.0
258,cokriging,0.1,15.0,50.0,mf_Bohachevsky,3.0
259,cokriging,0.3,15.0,50.0,mf_Bohachevsky,3.0
260,cokriging,0.5,15.0,50.0,mf_Bohachevsky,3.0
261,cokriging,0.1,20.0,50.0,mf_Bohachevsky,3.0
262,cokriging,0.3,20.0,50.0,mf_Bohachevsky,3.0
263,cokriging,0.5,20.0,50.0,mf_Bohachevsky,3.0
264,cokriging,0.1,25.0,50.0,mf_Bohachevsky,3.0
265,cokriging,0.3,25.0,50.0,mf_Bohachevsky,3.0
266,cokriging,0.5,25.0,50.0,mf_Bohachevsky,3.0
267,cokriging,0.1,30.0,50.0,mf_Bohachevsky,3.0
268,cokriging,0.3,30.0,50.0,mf_Bohachevsky,3.0
269,cokriging,0.5,30.0,50.0,mf_Bohachevsky,3.0
270,cokriging,0.1,5.0,75.0,mf_Bohachevsky,3.0
271,cokriging,0.3,5.0,75.0,mf_Bohachevsky,3.0
272,cokriging,0.5,5.0,75.0,mf_Bohachevsky,3.0
273,cokriging,0.1,10.0,75.0,mf_Bohachevsky,3.0
274,cokriging,0.3,10.0,75.0,mf_Bohachevsky,3.0
275,cokriging,0.5,10.0,75.0,mf_Bohachevsky,3.0
276,cokriging,0.1,15.0,75.0,mf_Bohachevsky,3.0
277,cokriging,0.3,15.0,75.0,mf_Bohachevsky,3.0
278,cokriging,0.5,15.0,75.0,mf_Bohachevsky,3.0
279,cokriging,0.1,20.0,75.0,mf_Bohachevsky,3.0
280,cokriging,0.3,20.0,75.0,mf_Bohachevsky,3.0
281,cokriging,0.5,20.0,75.0,mf_Bohachevsky,3.0
282,cokriging,0.1,25.0,75.0,mf_Bohachevsky,3.0
283,cokriging,0.3,25.0,75.0,mf_Bohachevsky,3.0
284,cokriging,0.5,25.0,75.0,mf_Bohachevsky,3.0
285,cokriging,0.1,30.0,75.0,mf_Bohachevsky,3.0
286,cokriging,0.3,30.0,75.0,mf_Bohachevsky,3.0
287,cokriging,0.5,30.0,75.0,mf_Bohachevsky,3.0
288,cokriging,0.1,5.0,100.0,mf_Bohachevsky,3.0
289,cokriging,0.3,5.0,100.0,mf_Bohachevsky,3.0
290,cokriging,0.5,5.0,100.0,mf_Bohachevsky,3.0
291,cokriging,0.1,10.0,100.0,mf_Bohachevsky,3.0
292,cokriging,0.3,10.0,100.0,mf_Bohachevsky,3.0
293,cokriging,0.5,10.0,100.0,mf_Bohachevsky,3.0
294,cokriging,0.1,15.0,100.0,mf_Bohachevsky,3.0
295,cokriging,0.3,15.0,100.0,mf_Bohachevsky,3.0
296,cokriging,0.5,15.0,100.0,mf_Bohachevsky,3.0
297,cokriging,0.1,20.0,100.0,mf_Bohachevsky,3.0
298,cokriging,0.3,20.0,100.0,mf_Bohachevsky,3.0
299,cokriging,0.5,20.0,100.0,mf_Bohachevsky,3.0
300,cokriging,0.1,25.0,100.0,mf_Bohachevsky,3.0
301,cokriging,0.3,25.0,100.0,mf_Bohachevsky,3.0
302,cokriging,0.5,25.0,100.0,mf_Bohachevsky,3.0
303,cokriging,0.1,30.0,100.0,mf_Bohachevsky,3.0
304,cokriging,0.3,30.0,100.0,mf_Bohachevsky,3.0
305,cokriging,0.5,30.0,100.0,mf_Bohachevsky,3.0
306,cokriging,0.1,5.0,125.0,mf_Bohachevsky,3.0
307,cokriging,0.3,5.0,125.0,mf_Bohachevsky,3.0
308,cokriging,0.5,5.0,125.0,mf_Bohachevsky,3.0
309,cokriging,0.1,10.0,125.0,mf_Bohachevsky,3.0
310,cokriging,0.3,10.0,125.0,mf_Bohachevsky,3.0
311,cokriging,0.5,10.0,125.0,mf_Bohachevsky,3.0
312,cokriging,0.1,15.0,125.0,mf_Bohachevsky,3.0
313,cokriging,0.3,15.0,125.0,mf_Bohachevsky,3.0
314,cokriging,0.5,15.0,125.0,mf_Bohachevsky,3.0
315,cokriging,0.1,20.0,125.0,mf_Bohachevsky,3.0
316,cokriging,0.3,20.0,125.0,mf_Bohachevsky,3.0
317,cokriging,0.5,20.0,125.0,mf_Bohachevsky,3.0
318,cokriging,0.1,25.0,125.0,mf_Bohachevsky,3.0
319,cokriging,0.3,25.0,125.0,mf_Bohachevsky,3.0
320,cokriging,0.5,25.0,125.0,mf_Bohachevsky,3.0
321,cokriging,0.1,30.0,125.0,mf_Bohachevsky,3.0
322,cokriging,0.3,30.0,125.0,mf_Bohachevsky,3.0
323,cokriging,0.5,30.0,125.0,mf_Bohachevsky,3.0
324,cokriging,0.1,5.0,150.0,mf_Bohachevsky,3.0
325,cokriging,0.3,5.0,150.0,mf_Bohachevsky,3.0
326,cokriging,0.5,5.0,150.0,mf_Bohachevsky,3.0
327,cokriging,0.1,10.0,150.0,mf_Bohachevsky,3.0
328,cokriging,0.3,10.0,150.0,mf_Bohachevsky,3.0
329,cokriging,0.5,10.0,150.0,mf_Bohachevsky,3.0
330,cokriging,0.1,15.0,150.0,mf_Bohachevsky,3.0
331,cokriging,0.3,15.0,150.0,mf_Bohachevsky,3.0
332,cokriging,0.5,15.0,150.0,mf_Bohachevsky,3.0
333,cokriging,0.1,20.0,150.0,mf_Bohachevsky,3.0
334,cokriging,0.3,20.0,150.0,mf_Bohachevsky,3.0
335,cokriging,0.5,20.0,150.0,mf_Bohachevsky,3.0
336,cokriging,0.1,25.0,150.0,mf_Bohachevsky,3.0
337,cokriging,0.3,25.0,150.0,mf_Bohachevsky,3.0
338,cokriging,0.5,25.0,150.0,mf_Bohachevsky,3.0
339,cokriging,0.1,30.0,150.0,mf_Bohachevsky,3.0
340,cokriging,0.3,30.0,150.0,mf_Bohachevsky,3.0
341,cokriging,0.5,30.0,150.0,mf_Bohachevsky,3.0
342,cokriging,0.1,5.0,175.0,mf_Bohachevsky,3.0
343,cokriging,0.3,5.0,175.0,mf_Bohachevsky,3.0
344,cokriging,0.5,5.0,175.0,mf_Bohachevsky,3.0
345,cokriging,0.1,10.0,175.0,mf_Bohachevsky,3.0
346,cokriging,0.3,10.0,175.0,mf_Bohachevsky,3.0
347,cokriging,0.5,10.0,175.0,mf_Bohachevsky,3.0
348,cokriging,0.1,15.0,175.0,mf_Bohachevsky,3.0
349,cokriging,0.3,15.0,175.0,mf_Bohachevsky,3.0
350,cokriging,0.5,15.0,175.0,mf_Bohachevsky,3.0
351,cokriging,0.1,20.0,175.0,mf_Bohachevsky,3.0
352,cokriging,0.3,20.0,175.0,mf_Bohachevsky,3.0
353,cokriging,0.5,20.0,175.0,mf_Bohachevsky,3.0
354,cokriging,0.1,25.0,175.0,mf_Bohachevsky,3.0
355,cokriging,0.3,25.0,175.0,mf_Bohachevsky,3.0
356,cokriging,0.5,25.0,175.0,mf_Bohachevsky,3.0
357,cokriging,0.1,30.0,175.0,mf_Bohachevsky,3.0
358,cokriging,0.3,30.0,175.0,mf_Bohachevsky,3.0
359,cokriging,0.5,30.0,175.0,mf_Bohachevsky,3.0
360,cokriging,0.1,5.0,200.0,mf_Bohachevsky,3.0
361,cokriging,0.3,5.0,200.0,mf_Bohachevsky,3.0
362,cokriging,0.5,5.0,200.0,mf_Bohachevsky,3.0
363,cokriging,0.1,10.0,200.0,mf_Bohachevsky,3.0
364,cokriging,0.3,10.0,200.0,mf_Bohachevsky,3.0
365,cokriging,0.5,10.0,200.0,mf_Bohachevsky,3.0
366,cokriging,0.1,15.0,200.0,mf_Bohachevsky,3.0
367,cokriging,0.3,15.0,200.0,mf_Bohachevsky,3.0
368,cokriging,0.5,15.0,200.0,mf_Bohachevsky,3.0
369,cokriging,0.1,20.0,200.0,mf_Bohachevsky,3.0
370,cokriging,0.3,20.0,200.0,mf_Bohachevsky,3.0
371,cokriging,0.5,20.0,200.0,mf_Bohachevsky,3.0
372,cokriging,0.1,25.0,200.0,mf_Bohachevsky,3.0
373,cokriging,0.3,25.0,200.0,mf_Bohachevsky,3.0
374,cokriging,0.5,25.0,200.0,mf_Bohachevsky,3.0
375,cokriging,0.1,30.0,200.0,mf_Bohachevsky,3.0
376,cokriging,0.3,30.0,200.0,mf_Bohachevsky,3.0
377,cokriging,0.5,30.0,200.0,mf_Bohachevsky,3.0
378,cokriging,0.1,5.0,50.0,mf_Bohachevsky,4.0
379,cokriging,0.3,5.0,50.0,mf_Bohachevsky,4.0
380,cokriging,0.5,5.0,50.0,mf_Bohachevsky,4.0
381,cokriging,0.1,10.0,50.0,mf_Bohachevsky,4.0
382,cokriging,0.3,10.0,50.0,mf_Bohachevsky,4.0
383,cokriging,0.5,10.0,50.0,mf_Bohachevsky,4.0
384,cokriging,0.1,15.0,50.0,mf_Bohachevsky,4.0
385,cokriging,0.3,15.0,50.0,mf_Bohachevsky,4.0
386,cokriging,0.5,15.0,50.0,mf_Bohachevsky,4.0
387,cokriging,0.1,20.0,50.0,mf_Bohachevsky,4.0
388,cokriging,0.3,20.0,50.0,mf_Bohachevsky,4.0
389,cokriging,0.5,20.0,50.0,mf_Bohachevsky,4.0
390,cokriging,0.1,25.0,50.0,mf_Bohachevsky,4.0
391,cokriging,0.3,25.0,50.0,mf_Bohachevsky,4.0
392,cokriging,0.5,25.0,50.0,mf_Bohachevsky,4.0
393,cokriging,0.1,30.0,50.0,mf_Bohachevsky,4.0
394,cokriging,0.3,30.0,50.0,mf_Bohachevsky,4.0
395,cokriging,0.5,30.0,50.0,mf_Bohachevsky,4.0
396,cokriging,0.1,5.0,75.0,mf_Bohachevsky,4.0
397,cokriging,0.3,5.0,75.0,mf_Bohachevsky,4.0
398,cokriging,0.5,5.0,75.0,mf_Bohachevsky,4.0
399,cokriging,0.1,10.0,75.0,mf_Bohachevsky,4.0
400,cokriging,0.3,10.0,75.0,mf_Bohachevsky,4.0
401,cokriging,0.5,10.0,75.0,mf_Bohachevsky,4.0
402,cokriging,0.1,15.0,75.0,mf_Bohachevsky,4.0
403,cokriging,0.3,15.0,75.0,mf_Bohachevsky,4.0
404,cokriging,0.5,15.0,75.0,mf_Bohachevsky,4.0
405,cokriging,0.1,20.0,75.0,mf_Bohachevsky,4.0
406,cokriging,0.3,20.0,75.0,mf_Bohachevsky,4.0
407,cokriging,0.5,20.0,75.0,mf_Bohachevsky,4.0
408,cokriging,0.1,25.0,75.0,mf_Bohachevsky,4.0
409,cokriging,0.3,25.0,75.0,mf_Bohachevsky,4.0
