,num_sample,problem,seed
122,6,mf_Bohachevsky,2
123,8,mf_Bohachevsky,2
124,10,mf_Bohachevsky,2
125,12,mf_Bohachevsky,2
126,14,mf_Bohachevsky,2
127,16,mf_Bohachevsky,2
128,18,mf_Bohachevsky,2
129,20,mf_Bohachevsky,2
130,22,mf_Bohachevsky,2
131,24,mf_Bohachevsky,2
132,26,mf_Bohachevsky,2
133,28,mf_Bohachevsky,2
134,30,mf_Bohachevsky,2
135,32,mf_Bohachevsky,2
136,34,mf_Bohachevsky,2
137,36,mf_Bohachevsky,2
138,38,mf_Bohachevsky,2
139,40,mf_Bohachevsky,2
140,2,mf_Bohachevsky,3
141,4,mf_Bohachevsky,3
142,6,mf_Bohachevsky,3
143,8,mf_Bohachevsky,3
144,10,mf_Bohachevsky,3
145,12,mf_Bohachevsky,3
146,14,mf_Bohachevsky,3
147,16,mf_Bohachevsky,3
148,18,mf_Bohachevsky,3
149,20,mf_Bohachevsky,3
150,22,mf_Bohachevsky,3
151,24,mf_Bohachevsky,3
152,26,mf_Bohachevsky,3
153,28,mf_Bohachevsky,3
154,30,mf_Bohachevsky,3
155,32,mf_Bohachevsky,3
156,34,mf_Bohachevsky,3
157,36,mf_Bohachevsky,3
158,38,mf_Bohachevsky,3
159,40,mf_Bohachevsky,3
160,2,mf_Bohachevsky,4
161,4,mf_Bohachevsky,4
162,6,mf_Bohachevsky,4
163,8,mf_Bohachevsky,4
164,10,mf_Bohachevsky,4
165,12,mf_Bohachevsky,4
166,14,mf_Bohachevsky,4
167,16,mf_Bohachevsky,4
168,18,mf_Bohachevsky,4
169,20,mf_Bohachevsky,4
170,22,mf_Bohachevsky,4
171,24,mf_Bohachevsky,4
172,26,mf_Bohachevsky,4
173,28,mf_Bohachevsky,4
174,30,mf_Bohachevsky,4
175,32,mf_Bohachevsky,4
176,34,mf_Bohachevsky,4
177,36,mf_Bohachevsky,4
178,38,mf_Bohachevsky,4
179,40,mf_Bohachevsky,4
180,2,mf_Bohachevsky,5
181,4,mf_Bohachevsky,5
182,6,mf_Bohachevsky,5
183,8,mf_Bohachevsky,5
184,10,mf_Bohachevsky,5
185,12,mf_Bohachevsky,5
186,14,mf_Bohachevsky,5
187,16,mf_Bohachevsky,5
188,18,mf_Bohachevsky,5
189,20,mf_Bohachevsky,5
190,22,mf_Bohachevsky,5
191,24,mf_Bohachevsky,5
192,26,mf_Bohachevsky,5
193,28,mf_Bohachevsky,5
194,30,mf_Bohachevsky,5
195,32,mf_Bohachevsky,5
196,34,mf_Bohachevsky,5
197,36,mf_Bohachevsky,5
198,38,mf_Bohachevsky,5
199,40,mf_Bohachevsky,5
200,2,mf_Booth,1
201,4,mf_Booth,1
202,6,mf_Booth,1
203,8,mf_Booth,1
204,10,mf_Booth,1
205,12,mf_Booth,1
206,14,mf_Booth,1
207,16,mf_Booth,1
208,18,mf_Booth,1
209,20,mf_Booth,1
210,22,mf_Booth,1
211,24,mf_Booth,1
212,26,mf_Booth,1
213,28,mf_Booth,1
214,30,mf_Booth,1
215,32,mf_Booth,1
216,34,mf_Booth,1
217,36,mf_Booth,1
218,38,mf_Booth,1
219,40,mf_Booth,1
220,2,mf_Booth,2
221,4,mf_Booth,2
222,6,mf_Booth,2
223,8,mf_Booth,2
224,10,mf_Booth,2
225,12,mf_Booth,2
226,14,mf_Booth,2
227,16,mf_Booth,2
228,18,mf_Booth,2
229,20,mf_Booth,2
230,22,mf_Booth,2
231,24,mf_Booth,2
232,26,mf_Booth,2
233,28,mf_Booth,2
234,30,mf_Booth,2
235,32,mf_Booth,2
236,34,mf_Booth,2
237,36,mf_Booth,2
238,38,mf_Booth,2
239,40,mf_Booth,2
240,2,mf_Booth,3
241,4,mf_Booth,3
242,6,mf_Booth,3
243,8,mf_Booth,3
244,10,mf_Booth,3
245,12,mf_Booth,3
246,14,mf_Booth,3
247,16,mf_Booth,3
248,18,mf_Booth,3
249,20,mf_Booth,3
250,22,mf_Booth,3
251,24,mf_Booth,3
252,26,mf_Booth,3
253,28,mf_Booth,3
254,30,mf_Booth,3
255,32,mf_Booth,3
256,34,mf_Booth,3
257,36,mf_Booth,3
258,38,mf_Booth,3
259,40,mf_Booth,3
260,2,mf_Booth,4
261,4,mf_Booth,4
262,6,mf_Booth,4
263,8,mf_Booth,4
264,10,mf_Booth,4
265,12,mf_Booth,4
266,14,mf_Booth,4
267,16,mf_Booth,4
268,18,mf_Booth,4
269,20,mf_Booth,4
270,22,mf_Booth,4
271,24,mf_Booth,4
272,26,mf_Booth,4
273,28,mf_Booth,4
274,30,mf_Booth,4
275,32,mf_Booth,4
276,34,mf_Booth,4
277,36,mf_Booth,4
278,38,mf_Booth,4
279,40,mf_Booth,4
280,2,mf_Booth,5
281,4,mf_Booth,5
282,6,mf_Booth,5
283,8,mf_Booth,5
284,10,mf_Booth,5
285,12,mf_Booth,5
286,14,mf_Booth,5
287,16,mf_Booth,5
288,18,mf_Booth,5
289,20,mf_Booth,5
290,22,mf_Booth,5
291,24,mf_Booth,5
292,26,mf_Booth,5
293,28,mf_Booth,5
294,30,mf_Booth,5
295,32,mf_Booth,5
296,34,mf_Booth,5
297,36,mf_Booth,5
298,38,mf_Booth,5
299,40,mf_Booth,5
300,2,mf_Borehole,1
301,4,mf_Borehole,1
302,6,mf_Borehole,1
303,8,mf_Borehole,1
304,10,mf_Borehole,1
305,12,mf_Borehole,1
306,14,mf_Borehole,1
307,16,mf_Borehole,1
308,18,mf_Borehole,1
309,20,mf_Borehole,1
310,22,mf_Borehole,1
311,24,mf_Borehole,1
312,26,mf_Borehole,1
313,28,mf_Borehole,1
314,30,mf_Borehole,1
315,32,mf_Borehole,1
316,34,mf_Borehole,1
317,36,mf_Borehole,1
318,38,mf_Borehole,1
319,40,mf_Borehole,1
320,2,mf_Borehole,2
321,4,mf_Borehole,2
322,6,mf_Borehole,2
323,8,mf_Borehole,2
324,10,mf_Borehole,2
325,12,mf_Borehole,2
326,14,mf_Borehole,2
327,16,mf_Borehole,2
328,18,mf_Borehole,2
329,20,mf_Borehole,2
330,22,mf_Borehole,2
331,24,mf_Borehole,2
332,26,mf_Borehole,2
333,28,mf_Borehole,2
334,30,mf_Borehole,2
335,32,mf_Borehole,2
336,34,mf_Borehole,2
337,36,mf_Borehole,2
338,38,mf_Borehole,2
339,40,mf_Borehole,2
340,2,mf_Borehole,3
341,4,mf_Borehole,3
342,6,mf_Borehole,3
343,8,mf_Borehole,3
344,10,mf_Borehole,3
345,12,mf_Borehole,3
346,14,mf_Borehole,3
347,16,mf_Borehole,3
348,18,mf_Borehole,3
349,20,mf_Borehole,3
350,22,mf_Borehole,3
351,24,mf_Borehole,3
352,26,mf_Borehole,3
353,28,mf_Borehole,3
354,30,mf_Borehole,3
355,32,mf_Borehole,3
356,34,mf_Borehole,3
357,36,mf_Borehole,3
358,38,mf_Borehole,3
359,40,mf_Borehole,3
360,2,mf_Borehole,4
361,4,mf_Borehole,4
362,6,mf_Borehole,4
363,8,mf_Borehole,4
364,10,mf_Borehole,4
365,12,mf_Borehole,4
366,14,mf_Borehole,4
367,16,mf_Borehole,4
368,18,mf_Borehole,4
369,20,mf_Borehole,4
370,22,mf_Borehole,4
371,24,mf_Borehole,4
372,26,mf_Borehole,4
373,28,mf_Borehole,4
374,30,mf_Borehole,4
375,32,mf_Borehole,4
376,34,mf_Borehole,4
377,36,mf_Borehole,4
378,38,mf_Borehole,4
379,40,mf_Borehole,4
380,2,mf_Borehole,5
381,4,mf_Borehole,5
382,6,mf_Borehole,5
383,8,mf_Borehole,5
384,10,mf_Borehole,5
385,12,mf_Borehole,5
386,14,mf_Borehole,5
387,16,mf_Borehole,5
388,18,mf_Borehole,5
389,20,mf_Borehole,5
390,22,mf_Borehole,5
391,24,mf_Borehole,5
392,26,mf_Borehole,5
393,28,mf_Borehole,5
394,30,mf_Borehole,5
395,32,mf_Borehole,5
396,34,mf_Borehole,5
397,36,mf_Borehole,5
398,38,mf_Borehole,5
399,40,mf_Borehole,5
400,2,mf_CurrinExp,1
401,4,mf_CurrinExp,1
402,6,mf_CurrinExp,1
403,8,mf_CurrinExp,1
404,10,mf_CurrinExp,1
405,12,mf_CurrinExp,1
406,14,mf_CurrinExp,1
407,16,mf_CurrinExp,1
408,18,mf_CurrinExp,1
409,20,mf_CurrinExp,1
410,22,mf_CurrinExp,1
411,24,mf_CurrinExp,1
412,26,mf_CurrinExp,1
413,28,mf_CurrinExp,1
414,30,mf_CurrinExp,1
415,32,mf_CurrinExp,1
416,34,mf_CurrinExp,1
417,36,mf_CurrinExp,1
418,38,mf_CurrinExp,1
419,40,mf_CurrinExp,1
420,2,mf_CurrinExp,2
421,4,mf_CurrinExp,2
422,6,mf_CurrinExp,2
423,8,mf_CurrinExp,2
424,10,mf_CurrinExp,2
425,12,mf_CurrinExp,2
426,14,mf_CurrinExp,2
427,16,mf_CurrinExp,2
428,18,mf_CurrinExp,2
429,20,mf_CurrinExp,2
430,22,mf_CurrinExp,2
431,24,mf_CurrinExp,2
432,26,mf_CurrinExp,2
433,28,mf_CurrinExp,2
434,30,mf_CurrinExp,2
435,32,mf_CurrinExp,2
436,34,mf_CurrinExp,2
437,36,mf_CurrinExp,2
438,38,mf_CurrinExp,2
439,40,mf_CurrinExp,2
440,2,mf_CurrinExp,3
441,4,mf_CurrinExp,3
442,6,mf_CurrinExp,3
443,8,mf_CurrinExp,3
444,10,mf_CurrinExp,3
445,12,mf_CurrinExp,3
446,14,mf_CurrinExp,3
447,16,mf_CurrinExp,3
448,18,mf_CurrinExp,3
449,20,mf_CurrinExp,3
450,22,mf_CurrinExp,3
451,24,mf_CurrinExp,3
452,26,mf_CurrinExp,3
453,28,mf_CurrinExp,3
454,30,mf_CurrinExp,3
455,32,mf_CurrinExp,3
456,34,mf_CurrinExp,3
457,36,mf_CurrinExp,3
458,38,mf_CurrinExp,3
459,40,mf_CurrinExp,3
460,2,mf_CurrinExp,4
461,4,mf_CurrinExp,4
462,6,mf_CurrinExp,4
463,8,mf_CurrinExp,4
464,10,mf_CurrinExp,4
465,12,mf_CurrinExp,4
466,14,mf_CurrinExp,4
467,16,mf_CurrinExp,4
468,18,mf_CurrinExp,4
469,20,mf_CurrinExp,4
470,22,mf_CurrinExp,4
471,24,mf_CurrinExp,4
472,26,mf_CurrinExp,4
473,28,mf_CurrinExp,4
474,30,mf_CurrinExp,4
475,32,mf_CurrinExp,4
476,34,mf_CurrinExp,4
477,36,mf_CurrinExp,4
478,38,mf_CurrinExp,4
479,40,mf_CurrinExp,4
480,2,mf_CurrinExp,5
481,4,mf_CurrinExp,5
482,6,mf_CurrinExp,5
483,8,mf_CurrinExp,5
484,10,mf_CurrinExp,5
485,12,mf_CurrinExp,5
486,14,mf_CurrinExp,5
487,16,mf_CurrinExp,5
488,18,mf_CurrinExp,5
489,20,mf_CurrinExp,5
490,22,mf_CurrinExp,5
491,24,mf_CurrinExp,5
492,26,mf_CurrinExp,5
493,28,mf_CurrinExp,5
494,30,mf_CurrinExp,5
495,32,mf_CurrinExp,5
496,34,mf_CurrinExp,5
497,36,mf_CurrinExp,5
498,38,mf_CurrinExp,5
499,40,mf_CurrinExp,5
500,2,mf_Hartman3,1
501,4,mf_Hartman3,1
502,6,mf_Hartman3,1
503,8,mf_Hartman3,1
504,10,mf_Hartman3,1
505,12,mf_Hartman3,1
506,14,mf_Hartman3,1
507,16,mf_Hartman3,1
508,18,mf_Hartman3,1
509,20,mf_Hartman3,1
510,22,mf_Hartman3,1
511,24,mf_Hartman3,1
512,26,mf_Hartman3,1
513,28,mf_Hartman3,1
514,30,mf_Hartman3,1
515,32,mf_Hartman3,1
516,34,mf_Hartman3,1
517,36,mf_Hartman3,1
518,38,mf_Hartman3,1
519,40,mf_Hartman3,1
520,2,mf_Hartman3,2
521,4,mf_Hartman3,2
522,6,mf_Hartman3,2
523,8,mf_Hartman3,2
524,10,mf_Hartman3,2
525,12,mf_Hartman3,2
526,14,mf_Hartman3,2
527,16,mf_Hartman3,2
528,18,mf_Hartman3,2
529,20,mf_Hartman3,2
530,22,mf_Hartman3,2
531,24,mf_Hartman3,2
532,26,mf_Hartman3,2
533,28,mf_Hartman3,2
534,30,mf_Hartman3,2
535,32,mf_Hartman3,2
536,34,mf_Hartman3,2
537,36,mf_Hartman3,2
538,38,mf_Hartman3,2
539,40,mf_Hartman3,2
540,2,mf_Hartman3,3
541,4,mf_Hartman3,3
542,6,mf_Hartman3,3
543,8,mf_Hartman3,3
544,10,mf_Hartman3,3
545,12,mf_Hartman3,3
546,14,mf_Hartman3,3
547,16,mf_Hartman3,3
548,18,mf_Hartman3,3
549,20,mf_Hartman3,3
550,22,mf_Hartman3,3
551,24,mf_Hartman3,3
552,26,mf_Hartman3,3
553,28,mf_Hartman3,3
554,30,mf_Hartman3,3
555,32,mf_Hartman3,3
556,34,mf_Hartman3,3
557,36,mf_Hartman3,3
558,38,mf_Hartman3,3
559,40,mf_Hartman3,3
560,2,mf_Hartman3,4
561,4,mf_Hartman3,4
562,6,mf_Hartman3,4
563,8,mf_Hartman3,4
564,10,mf_Hartman3,4
565,12,mf_Hartman3,4
566,14,mf_Hartman3,4
567,16,mf_Hartman3,4
568,18,mf_Hartman3,4
569,20,mf_Hartman3,4
570,22,mf_Hartman3,4
571,24,mf_Hartman3,4
572,26,mf_Hartman3,4
573,28,mf_Hartman3,4
574,30,mf_Hartman3,4
575,32,mf_Hartman3,4
576,34,mf_Hartman3,4
577,36,mf_Hartman3,4
578,38,mf_Hartman3,4
579,40,mf_Hartman3,4
580,2,mf_Hartman3,5
581,4,mf_Hartman3,5
582,6,mf_Hartman3,5
583,8,mf_Hartman3,5
584,10,mf_Hartman3,5
585,12,mf_Hartman3,5
586,14,mf_Hartman3,5
587,16,mf_Hartman3,5
588,18,mf_Hartman3,5
589,20,mf_Hartman3,5
590,22,mf_Hartman3,5
591,24,mf_Hartman3,5
592,26,mf_Hartman3,5
593,28,mf_Hartman3,5
594,30,mf_Hartman3,5
595,32,mf_Hartman3,5
596,34,mf_Hartman3,5
597,36,mf_Hartman3,5
598,38,mf_Hartman3,5
599,40,mf_Hartman3,5
600,2,mf_Hartman6,1
601,4,mf_Hartman6,1
602,6,mf_Hartman6,1
603,8,mf_Hartman6,1
604,10,mf_Hartman6,1
605,12,mf_Hartman6,1
606,14,mf_Hartman6,1
607,16,mf_Hartman6,1
608,18,mf_Hartman6,1
609,20,mf_Hartman6,1
610,22,mf_Hartman6,1
611,24,mf_Hartman6,1
612,26,mf_Hartman6,1
613,28,mf_Hartman6,1
614,30,mf_Hartman6,1
615,32,mf_Hartman6,1
616,34,mf_Hartman6,1
617,36,mf_Hartman6,1
618,38,mf_Hartman6,1
619,40,mf_Hartman6,1
620,2,mf_Hartman6,2
621,4,mf_Hartman6,2
622,6,mf_Hartman6,2
623,8,mf_Hartman6,2
624,10,mf_Hartman6,2
625,12,mf_Hartman6,2
626,14,mf_Hartman6,2
627,16,mf_Hartman6,2
628,18,mf_Hartman6,2
629,20,mf_Hartman6,2
630,22,mf_Hartman6,2
631,24,mf_Hartman6,2
632,26,mf_Hartman6,2
633,28,mf_Hartman6,2
634,30,mf_Hartman6,2
635,32,mf_Hartman6,2
636,34,mf_Hartman6,2
637,36,mf_Hartman6,2
638,38,mf_Hartman6,2
639,40,mf_Hartman6,2
640,2,mf_Hartman6,3
641,4,mf_Hartman6,3
642,6,mf_Hartman6,3
643,8,mf_Hartman6,3
644,10,mf_Hartman6,3
645,12,mf_Hartman6,3
646,14,mf_Hartman6,3
647,16,mf_Hartman6,3
648,18,mf_Hartman6,3
649,20,mf_Hartman6,3
650,22,mf_Hartman6,3
651,24,mf_Hartman6,3
652,26,mf_Hartman6,3
653,28,mf_Hartman6,3
654,30,mf_Hartman6,3
655,32,mf_Hartman6,3
656,34,mf_Hartman6,3
657,36,mf_Hartman6,3
658,38,mf_Hartman6,3
659,40,mf_Hartman6,3
660,2,mf_Hartman6,4
661,4,mf_Hartman6,4
662,6,mf_Hartman6,4
663,8,mf_Hartman6,4
664,10,mf_Hartman6,4
665,12,mf_Hartman6,4
666,14,mf_Hartman6,4
667,16,mf_Hartman6,4
668,18,mf_Hartman6,4
669,20,mf_Hartman6,4
670,22,mf_Hartman6,4
671,24,mf_Hartman6,4
672,26,mf_Hartman6,4
673,28,mf_Hartman6,4
674,30,mf_Hartman6,4
675,32,mf_Hartman6,4
676,34,mf_Hartman6,4
677,36,mf_Hartman6,4
678,38,mf_Hartman6,4
679,40,mf_Hartman6,4
680,2,mf_Hartman6,5
681,4,mf_Hartman6,5
682,6,mf_Hartman6,5
683,8,mf_Hartman6,5
684,10,mf_Hartman6,5
685,12,mf_Hartman6,5
686,14,mf_Hartman6,5
687,16,mf_Hartman6,5
688,18,mf_Hartman6,5
689,20,mf_Hartman6,5
690,22,mf_Hartman6,5
691,24,mf_Hartman6,5
692,26,mf_Hartman6,5
693,28,mf_Hartman6,5
694,30,mf_Hartman6,5
695,32,mf_Hartman6,5
696,34,mf_Hartman6,5
697,36,mf_Hartman6,5
698,38,mf_Hartman6,5
699,40,mf_Hartman6,5
700,2,mf_Himmelblau,1
701,4,mf_Himmelblau,1
702,6,mf_Himmelblau,1
703,8,mf_Himmelblau,1
704,10,mf_Himmelblau,1
705,12,mf_Himmelblau,1
706,14,mf_Himmelblau,1
707,16,mf_Himmelblau,1
708,18,mf_Himmelblau,1
709,20,mf_Himmelblau,1
710,22,mf_Himmelblau,1
711,24,mf_Himmelblau,1
712,26,mf_Himmelblau,1
713,28,mf_Himmelblau,1
714,30,mf_Himmelblau,1
715,32,mf_Himmelblau,1
716,34,mf_Himmelblau,1
717,36,mf_Himmelblau,1
718,38,mf_Himmelblau,1
719,40,mf_Himmelblau,1
720,2,mf_Himmelblau,2
721,4,mf_Himmelblau,2
722,6,mf_Himmelblau,2
723,8,mf_Himmelblau,2
724,10,mf_Himmelblau,2
725,12,mf_Himmelblau,2
726,14,mf_Himmelblau,2
727,16,mf_Himmelblau,2
728,18,mf_Himmelblau,2
729,20,mf_Himmelblau,2
730,22,mf_Himmelblau,2
731,24,mf_Himmelblau,2
732,26,mf_Himmelblau,2
733,28,mf_Himmelblau,2
734,30,mf_Himmelblau,2
735,32,mf_Himmelblau,2
736,34,mf_Himmelblau,2
737,36,mf_Himmelblau,2
738,38,mf_Himmelblau,2
739,40,mf_Himmelblau,2
740,2,mf_Himmelblau,3
741,4,mf_Himmelblau,3
742,6,mf_Himmelblau,3
743,8,mf_Himmelblau,3
744,10,mf_Himmelblau,3
745,12,mf_Himmelblau,3
746,14,mf_Himmelblau,3
747,16,mf_Himmelblau,3
748,18,mf_Himmelblau,3
749,20,mf_Himmelblau,3
750,22,mf_Himmelblau,3
751,24,mf_Himmelblau,3
752,26,mf_Himmelblau,3
753,28,mf_Himmelblau,3
754,30,mf_Himmelblau,3
755,32,mf_Himmelblau,3
756,34,mf_Himmelblau,3
757,36,mf_Himmelblau,3
758,38,mf_Himmelblau,3
759,40,mf_Himmelblau,3
760,2,mf_Himmelblau,4
761,4,mf_Himmelblau,4
762,6,mf_Himmelblau,4
763,8,mf_Himmelblau,4
764,10,mf_Himmelblau,4
765,12,mf_Himmelblau,4
766,14,mf_Himmelblau,4
767,16,mf_Himmelblau,4
768,18,mf_Himmelblau,4
769,20,mf_Himmelblau,4
770,22,mf_Himmelblau,4
771,24,mf_Himmelblau,4
772,26,mf_Himmelblau,4
773,28,mf_Himmelblau,4
774,30,mf_Himmelblau,4
775,32,mf_Himmelblau,4
776,34,mf_Himmelblau,4
777,36,mf_Himmelblau,4
778,38,mf_Himmelblau,4
779,40,mf_Himmelblau,4
780,2,mf_Himmelblau,5
781,4,mf_Himmelblau,5
782,6,mf_Himmelblau,5
783,8,mf_Himmelblau,5
784,10,mf_Himmelblau,5
785,12,mf_Himmelblau,5
786,14,mf_Himmelblau,5
787,16,mf_Himmelblau,5
788,18,mf_Himmelblau,5
789,20,mf_Himmelblau,5
790,22,mf_Himmelblau,5
791,24,mf_Himmelblau,5
792,26,mf_Himmelblau,5
793,28,mf_Himmelblau,5
794,30,mf_Himmelblau,5
795,32,mf_Himmelblau,5
796,34,mf_Himmelblau,5
797,36,mf_Himmelblau,5
798,38,mf_Himmelblau,5
799,40,mf_Himmelblau,5
800,2,mf_Park91A,1
801,4,mf_Park91A,1
802,6,mf_Park91A,1
803,8,mf_Park91A,1
804,10,mf_Park91A,1
805,12,mf_Park91A,1
806,14,mf_Park91A,1
807,16,mf_Park91A,1
808,18,mf_Park91A,1
809,20,mf_Park91A,1
810,22,mf_Park91A,1
811,24,mf_Park91A,1
812,26,mf_Park91A,1
813,28,mf_Park91A,1
814,30,mf_Park91A,1
815,32,mf_Park91A,1
816,34,mf_Park91A,1
817,36,mf_Park91A,1
818,38,mf_Park91A,1
819,40,mf_Park91A,1
820,2,mf_Park91A,2
821,4,mf_Park91A,2
822,6,mf_Park91A,2
823,8,mf_Park91A,2
824,10,mf_Park91A,2
825,12,mf_Park91A,2
826,14,mf_Park91A,2
827,16,mf_Park91A,2
828,18,mf_Park91A,2
829,20,mf_Park91A,2
830,22,mf_Park91A,2
831,24,mf_Park91A,2
832,26,mf_Park91A,2
833,28,mf_Park91A,2
834,30,mf_Park91A,2
835,32,mf_Park91A,2
836,34,mf_Park91A,2
837,36,mf_Park91A,2
838,38,mf_Park91A,2
839,40,mf_Park91A,2
840,2,mf_Park91A,3
841,4,mf_Park91A,3
842,6,mf_Park91A,3
843,8,mf_Park91A,3
844,10,mf_Park91A,3
845,12,mf_Park91A,3
846,14,mf_Park91A,3
847,16,mf_Park91A,3
848,18,mf_Park91A,3
849,20,mf_Park91A,3
850,22,mf_Park91A,3
851,24,mf_Park91A,3
852,26,mf_Park91A,3
853,28,mf_Park91A,3
854,30,mf_Park91A,3
855,32,mf_Park91A,3
856,34,mf_Park91A,3
857,36,mf_Park91A,3
858,38,mf_Park91A,3
859,40,mf_Park91A,3
860,2,mf_Park91A,4
861,4,mf_Park91A,4
862,6,mf_Park91A,4
863,8,mf_Park91A,4
864,10,mf_Park91A,4
865,12,mf_Park91A,4
866,14,mf_Park91A,4
867,16,mf_Park91A,4
868,18,mf_Park91A,4
869,20,mf_Park91A,4
870,22,mf_Park91A,4
871,24,mf_Park91A,4
872,26,mf_Park91A,4
873,28,mf_Park91A,4
874,30,mf_Park91A,4
875,32,mf_Park91A,4
876,34,mf_Park91A,4
877,36,mf_Park91A,4
878,38,mf_Park91A,4
879,40,mf_Park91A,4
880,2,mf_Park91A,5
881,4,mf_Park91A,5
882,6,mf_Park91A,5
883,8,mf_Park91A,5
884,10,mf_Park91A,5
885,12,mf_Park91A,5
886,14,mf_Park91A,5
887,16,mf_Park91A,5
888,18,mf_Park91A,5
889,20,mf_Park91A,5
890,22,mf_Park91A,5
891,24,mf_Park91A,5
892,26,mf_Park91A,5
893,28,mf_Park91A,5
894,30,mf_Park91A,5
895,32,mf_Park91A,5
896,34,mf_Park91A,5
897,36,mf_Park91A,5
898,38,mf_Park91A,5
899,40,mf_Park91A,5
900,2,mf_Park91B,1
901,4,mf_Park91B,1
902,6,mf_Park91B,1
903,8,mf_Park91B,1
904,10,mf_Park91B,1
905,12,mf_Park91B,1
906,14,mf_Park91B,1
907,16,mf_Park91B,1
908,18,mf_Park91B,1
909,20,mf_Park91B,1
910,22,mf_Park91B,1
911,24,mf_Park91B,1
912,26,mf_Park91B,1
913,28,mf_Park91B,1
914,30,mf_Park91B,1
915,32,mf_Park91B,1
916,34,mf_Park91B,1
917,36,mf_Park91B,1
918,38,mf_Park91B,1
919,40,mf_Park91B,1
920,2,mf_Park91B,2
921,4,mf_Park91B,2
922,6,mf_Park91B,2
923,8,mf_Park91B,2
924,10,mf_Park91B,2
925,12,mf_Park91B,2
926,14,mf_Park91B,2
927,16,mf_Park91B,2
928,18,mf_Park91B,2
929,20,mf_Park91B,2
930,22,mf_Park91B,2
931,24,mf_Park91B,2
932,26,mf_Park91B,2
933,28,mf_Park91B,2
934,30,mf_Park91B,2
935,32,mf_Park91B,2
936,34,mf_Park91B,2
937,36,mf_Park91B,2
938,38,mf_Park91B,2
939,40,mf_Park91B,2
940,2,mf_Park91B,3
